sentences|sentiments
thầy nhiệt_tình tận_tâm|2
hướng_dẫn tận_tâm chu_đáo ăn_mặc lịch_sự và vui_vẻ|2
bài_học chưa thực_sự sinh_động|0
cần nhiều tài_liệu mới|0
thầy dạy rất tâm_huyết và nhiệt_tình giúp sinh_viên có hướng tiếp_cận tốt hơn|2
giảng_viên vui_tính thân_thiện|2
nghỉ dạy không báo trước sinh_viên|0
thầy luôn đi đúng giờ không điểm_danh|2
cần thêm các giờ thực_hành tại các công_ty doanh_nghiệp|0
thưa thầy là người cung_cấp kiến_thức rất chuẩn_mực và sâu để em có_thể tìm_tòi dễ_dàng học_hỏi thêm những kiến_thức khác liên_quan đến môn_học|2
cách dạy khó hiểu|0
giáo_viên tạo được cảm_giác ham học và nhiệt_tình với học_sinh|2
lý_thuyết thường chỉ là slide muốn sinh_viên hiểu rõ cũng khó|0
thầy rất giỏi và nhiệt_tình|2
không chấm_bài thì giảng_viên không nên bắt học_sinh nộp bài lên moodle|0
phương_pháp giảng_dạy của cô rất hay đơn_giản nhưng rất dễ hiểu truyền_đạt kiến_thức tốt|2
phòng thực_hành còn sơ_sài máy_tính cũ_kỹ|0
cô phát_âm chưa chuẩn|0
giảng_viên còn thiếu kinh_nghiệm truyền_đạt|0
thầy dạy truyền_đạt rất tốt dạy hay dễ hiểu nhiều bài tập|2
thầy giảng_dạy dễ hiểu thân_thiện|2
tận_tụy với sinh_viên bài_giảng dễ hiểu|2
đề_nghị có màn che bớt ánh_sáng|0
giảng_dạy ngắn_gọn dễ hiểu|2
cô dạy rất nhiệt_tình cho sinh_viên tiếp_cận với nhiều thiết_bị công_nghệ|2
giảng_viên tạo nhiều bài_tập câu hỏi để mỗi thành_viên trong lớp đều có_thể tương_tác|2
tận_tình chuẩn_xác|2
nhưng ra đề đừng đánh_đố sinh_viên|0
theo thời_khóa_biểu là mỗi buổi 4 tiết nhưng thầy chưa bao_giờ dạy hơn 3 tiết fraction buổi thầy hay kể chuyện kiếm_hiệp trong giờ học|0
giọng thầy rất khó nghe cả lớp gần như không ai nghe hiểu được|0
thầy_giáo tận_tâm nhiệt_tình|2
phương_pháp dạy tốt dễ hiểu|2
thầy dạy tận_tâm nhiệt_tình cho nhiều ví_dụ để sinh_viên hiểu bài|2
hy_vọng trường xem_xét ý_kiến này của em|0
cô <name> nên làm gắt_gao hơn việc kiểm_tra bài làm của sinh_viên|0
slide quá dài và dùng từ_ngữ khó hiểu|0
giảng_viên dạy nhiều kiến_thức thực_tế cách dạy dễ hiểu|2
dễ trong việc tiếp_xúc với thực_tế sau_này|2
giảng hay|2
cô giảng bài dễ hiểu vui_tính hòa_đồng với sinh_viên|2
thầy <name> lớn_tuổi nói_nhỏ không sử_dụng slide trình_chiếu|0
giảng bài cực_kỳ chán và không nhiệt_tình|0
giảng_viên tận_tâm nhiệt_tình có nội_dung bài_giảng tốt|2
giáo_viên nhiệt_tình đổi_mới phương_pháp dạy|2
cô dạy rất tận_tình chu_đáo|2
lần sau thầy cho làm thêm đồ_án thực_hành cho vui để biết môn này ứng_dụng thực_tế thế_nào|0
lên lớp cô không giảng gì cả chỉ để học_sinh tự ngồi code|0
thầy nhiệt_tình vui_vẻ thương_sinh_viên|2
có giới_thiệu về những công_cụ hay|2
giáo_viên dạy có tâm_huyết nhiệt_tình với sinh_viên|2
bài giảng hay gần_gũi với sinh_viên|2
giảng_viên vui_vẻ nhiệt_tình thân_thiện với sinh_viên|2
sự giảng_dạy của giảng_viên là rất gần với thực_tế|2
thầy nhiệt_tình thân_thiện với học_sinh|2
tận_tâm muốn làm việc tốt nhất cho sinh_viên nhưng cách giảng bài trên lớp chắc thầy nên thay_đổi chút_xíu để tất_cả mọi người cùng yêu_thương thầy|2
cần kiến thực thực_tế cụ_thể|0
nhiệt_tình truyền_đạt kiến_thức đến sinh_viên tốt|2
slide bài giảng chưa sinh_động chưa đưa được tinh_thần học_tập của lớp đạt hạt hiệu_quả cao|0
không dám ý_kiến|1
tài_liệu dùng cho học_tập và tài_liệu tham_khảo đầy_đủ|2
hướng_dẫn tận_tình|2
có những kiến_thức dùng trong thực_hành thì rất lâu sau lý_thuyết mới được học|0
thầy rất quan_tâm đến sinh_viên thầy tạo riêng một nhóm để các sinh_viên trong lớp đặt câu hỏi cũng như bài tập|2
giảng_viên nên giảng chậm lại|0
thầy bụng bự vui_tính hòa_đồng|2
thầy rất thoải_mái với sinh_viên|2
đôi khi nói quá lời với sinh_viên|0
ic được cấp thường hư một phần|0
giảng kỹ lấy ví_dụ rõ_ràng tận_tâm|2
giảng_viên tận_tâm|2
mặc_dù về môn này điểm em không cao cũng như không hiểu nhiều về môn này nhưng cảm_nhận giáo_viên rất nhiệt_tình với tiết học quan_tâm đến từng sinh_viên nhưng do môn này quá khó hiểu nên kết_quả vẫn không như mong_đợi của giảng_viên|0
giảng_viên giảng dễ hiểu vui_tính|2
hướng_dẫn rõ_ràng|2
tậm tân với sinh_viên|2
chưa sử_dụng giờ lên lớp hiệu_quả|0
nên phân_chia lại tỷ_lệ các hình_thức kiểm_tra trong điểm trung_bình|0
giảng_viên nên tập_trung vào giáo_trình môn_học hơn nên gửi trước giáo_trình để sinh_viên tham_khảo|0
giảng_dạy ngắn_gọn dễ hiểu đi thẳng vào trọng_tâm|2
thiết_nghĩ đây là môn phân_tích thiết_kế thuật_toán các bài_toán ngoài thực_tế không dễ_dàng như vậy và quy_hoạch động là một kỹ_thuật có_thể xử_lý được một_số bài kiểu này|0
rất hài_lòng hy_vọng thầy sẽ mở_mang thêm nhiều kiến_thức nữa cho sinh_viên|2
giảng_viên nên code trực_tiếp trên máy cho sinh_viên xem và sửa hạn_chế code viết trên giấy|0
tuyệt_vời là tính từ để mô_tả môn_học này|2
giảng_viên dạy sát chương_trình truyền_đạt được kiến_thức cho sinh_viên|2
đồng_thời thiết_bị ở phòng thực_hành hay hỏng_hóc gây gián_đoạn và ảnh_hưởng tới kết_quả và thời_gian làm thực_hành|0
cô dạy hay nhưng phòng máy nhiều hôm thiếu máy|0
có nhiều hoạt_động thực_tiễn phù_hợp với thực_tế|2
cô rất hiền colonsmile|2
liên_hệ thực_tiễn tương_đối tốt|2
môn_học rất trừu_tượng nên giảng_viên cần có những phương_pháp để giảng_dạy hiệu_quả hơn|0
có nhiều bài_tập hay rèn_luyện kỹ_năng tốt|2
rất hài_lòng ạ|2
thầy có cho bài_tập nhưng lại không kiểm_tra bài_tập nên không ai làm|0
giảng_viên tận_tâm nhiệt_tình theo sát tình_hình kiến_thức sinh_viên|2
lại vui_tính|2
cô dạy nên có ví_dụ và bài_tập hướng_dẫn chi_tiết cụ_thể hơn|0
giảng_viên giảng kỹ và dễ hiểu|2
thầy rất nhiệt_tình và gẫn gũi với sinh_viên|2
chưa đảm_bảo việc giảng_dạy theo đề_cương và chương_trình môn_học|0
thêm các buổi làm và sửa bài tập|0
nộp báo_cáo sau khi thực_hành đăng lịch học lên moodle|1
thầy rất năng_động|2
bình_thường|1
thầy giảng siêu hay|2
giảng_viên đã lớp tuổi kiến_thức không còn phù_hợp với thực_tế cách giảng_dạy nhàm_chán làm sinh_viên không_thể tiếp_thu nổi|0
giảng sát với bài_học không cho bài quá nhiều lan_man|2
sinh_viên nào chê thầy thì em nghĩ sinh_viên đó nên xem lại cách học của sinh_viên đó|2
cô nên cho bài_tập trên wecode để rèn_luyện và củng_cố kiến_thức cho sinh_viên|0
cô rất hiền|1
giảng_viên dạy còn khó hiểu|2
giảng_viên có kiến_thức chuyên_môn cao khả_năng truyền_đạt tốt|2
chưa giải_quyết thắc_mắc của sinh_viên thỏa_đáng|0
có nhiều bài_tập và ví_dụ hay|2
sinh_viên không hiểu hỏi cô cô đều giải_quyết thắc_mắc|2
em không hài_lòng về cách nhận_xét của giảng_viên|0
thầy dạy tốt nhiệt_tình và quan_tâm sinh_viên|2
nên tập_trung vào kỹ_năng nghe và nói nhiều hơn|0
giảng_viên nên tương_tác với lớp nhiều hơn nên cho thêm bài_tập về nhà và bắt_buộc nộp bài|0
thầy chia_sẻ cho chúng_em những kiến_thức bổ_ích|2
thầy tận_tâm hỗ_trợ tận_tình cho các bạn sinh_viên|2
thầy vui_tính dạy dễ hiểu lấy ví_dụ thực_tiễn|2
giáo_viên dạy tốt nên phát_huy ngoài_ra không cần cải_tiến thêm đều gì|2
chưa tạo được sự thu_hút|0
slide bài_giảng tiếng anh giúp tụi em nâng cao khả_năng_học tiếng anh|2
em không có gì thắc_mắc|1
dạy buồn_ngủ quá thụ_động không lắng_nghe học_viên|0
mail hỏi thầy thì thầy cũng chẳng bao_giờ giải_đáp thắc_mắc|0
giảng_viên luôn cập nhập bài_giảng và bài_tập trên website môn_học|2
đôi khi nên tổ_chức các trò_chơi để sinh_viên giảm căng_thẳng|0
ngoài ra giảng_viên tốt về các mặt còn lại|2
mời giáo_viên bản_xứ tham_gia giảng_dạy để sinh_viên có thêm cơ_hội phát_triển các kỹ_năng cơ_bản trong anh văn|0
thưa tài_liệu mà thầy cung_cấp thực_sự nhiều hơn cả giáo_viên chịu trách_nhiệm lý_thuyết của môn|2
lặp lại quá nhiều kiến_thức cũ|0
khả_năng truyền tốt không gây hứng_thú cho sinh_viên|0
chúc cô giữ mãi nhiệt_huyết giảng_dạy này để truyền_cảm_hứng đến nhiều học_sinh ngán đến trường như em|2
nói tóm_lại là giảng_viên dạy không hay|0
nhiệt_tình vui_tính|2
cô dễ_thương hiền tận_tâm|2
giảng_dạy tận_tình sát thực_tiễn và nhiệt_tình giúp_đỡ sinh_viên|2
sử_dụng thời_gian chưa được hợp_lý tốn quá nhiều thời_gian chờ nhất là khi báo_cáo giữa kỳ và cuối kỳ dẫn đến việc các nhóm báo_cáo cuối bị rút ngắn thời_gian và thay_đổi cách_thức báo_cáo không công_bằng trong cách_thức làm_việc giữa các nhóm với nhau doubledot nhóm được thuyết_trình có nhóm thì không|0
nhiều bạn chỉ copy code trên mạng nhưng điểm lại cao hơn những bạn thực_sự làm|0
nên có phần thực_hành trên thiết_bị để dễ hiểu hơn|0
cho bài_tập thương xuyên đều_đặn|2
nhiệt_tình vui_tính thảo_luận nhiều|2
giáo_viên luôn tạo động_lực cho sinh_viên học|2
đơn_giản_hóa kiến_thức giúp học_sinh tiếp_cận một_cách trực_quan môn_học|0
lịch học bù cần ghi rõ ngày nào trên course|0
tăng thời_lượng môn_học nên có thêm những hoạt_động ngoại_khóa có liên_quan đến môn anh văn để sinh_viên được trau_dồi thêm|0
thầy khá vui_vẻ và nhiệt_tình|2
giảng_dạy theo phương_pháp mới thú_vị dễ hiểu|2
giảng_viên truyền_đạt tốt em không có ý_kiến gì thêm|2
giảng_giải rất kỹ|2
có_thể là về cách dạy và chương_trình học cũng không mấy phù_hợp|0
phương_pháp giảng_dạy chưa hiệu_quả nhất_quán có ít tài_liệu tham_khảo thêm bên ngoài|0
em không có điều không hài_lòng về giảng_viên|1
giảng_viên vui_tính slide sinh_động có nhiều liên_hệ thực_tế|2
slide cần cụ_thể rõ_ràng dễ hiểu hơn|0
thầy dành nhiều thời_gian để làm bài tập|2
em xin_lỗi nhưng đó là sự_thật|0
thầy còn khó_tính và để học_sinh tự tìm_hiểu hơi nhiều nhiều chỗ thầy dạy hơi khó hiểu|0
cô dạy đôi_khi hơi khó hiểu|0
khiến sinh_viên bị thụ_động|0
cô dạy rất nhiệt_tình và giảng bài thực_hành dễ hiểu|2
sự nhiệt_huyết|2
cô dạy tốt nhưng bọn em cảm_thấy chán|0
thầy cho bài thực_hành rất xác_thực_tế|2
nhiệt_tình cho nhiều bài tập|2
mong thầy cho thêm bài_tập lên_trang course|0
thầy đến lớp đúng giờ trước giờ nữa|2
nhiệt_tình tận_tâm đúng giờ|2
không nên thi lý_thuyết giấy cuối kỳ|0
tâm_huyết với công_tác giảng_dạy việc truyền_đạt ý_tưởng cũng như kiến_thức đến sinh_viên có sáng_tạo|2
rất nhiều sinh_viên không biết thực_hành này để làm gì khi chỉ lên_lớp chạy chương_trình có sẵn chụp ảnh từng bước và dán vào báo_cáo mà không biết chương_trình chạy đúng hay sai làm_sao để sửa có những hàm hỗ_trợ nào|0
em nghĩ là sau khi hướng_dẫn cú_pháp trong tiết_thực_hành thì cô nên có ví_dụ cho những trường_hợp đặc_biệt trong bài tập trong cuối tiết|0
thầy rất vui_vẻ và nghiêm_khắc|2
thầy chỉ hướng_dẫn còn lại để sinh_viên tìm_hiểu nên kiến_thức khắc_sâu|2
phòng máy quá nóng nhỏ trang_thiết_bị ít máy rất cũ hư nhiều|0
mở_rộng thêm các kiến_thức bên ngoài|2
giảng_viên dạy đầy_đủ kiến_thức cung_cấp cho sinh_viên những kỹ_năng và tài_liệu bên ngoài phong_phú|2
giảng bài nhanh|0
nắm được các kiến_thức quan_trọng|2
mong nhà_trường có_thể trang_bị thêm phòng máy tốt hơn để khi chạy chương_trình có_thể chạy nhanh hơn|0
cô dạy tận_tâm|2
thầy quá đẹp_trai|2
lên lớp đầy_đủ và đúng giờ|2
giảng thu_hút được học_sinh|2
tiết học rất vui_nhộn tăng thêm tinh_thần đi học cho sinh_viên|2
cần cải_thiện chất_lượng phòng_học máy chiếu|0
thầy nhiệt_tình tâm_huyết|2
giảng_dạy đầy_đủ kiến_thức|2
thái_độ|1
cần bổ_sung thêm các game vào môn_học học anh văn mà không có game thì nói thật_ra là rất dễ chán và buồn_ngủ|0
thường_xuyên giúp_đỡ cho sinh_viên hiểu bài|2
có sự tương_tác hỗ_trợ tốt trong quá_trình học|2
lý_thuyết hơi nhiều|0
em nghĩ kiểm_tra đánh_giá môn này bằng hình_thức làm đồ_án báo_cáo sẽ hợp_lý hơn là thi trên giấy|0
giảng_viên nhiệt_tình có kết_hợp với doanh_nghiệp để seminar về kỹ_năng giao_tiếp|2
thực_hành không nên điểm_danh lấy điểm|0
không thích thầy|0
hơi khó_hiểu nếu không học trước ở nhà|0
kiến_thức đầy_đủ|2
giảng_viên có nhiều ví_dụ bài_tập minh_họa cho bài_học|2
thầy dạy rất dễ hiểu và cởi_mở với sinh_viên hướng_dẫn tận_tình|2
thầy nhiệt_tình vui_tính truyền_đạt hay|2
nếu có_thể tổ_chức mỗi tuần một_vài tiếng cho việc hỏi và trả_lời các thắc_mắc hướng_dẫn thì tốt hơn có_thể tổ_chức trên mạng như các chat room|0
thày dạy nhiệt_tình dễ tiếp_thu|2
kiến_thức truyền_đạt của giảng_viên|1
đề kiểm_tra không đầy_đủ|0
